Sno,Wear_type,Material_type,Reviews,color1,color2
340,4N,,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Blue,--------
341,"Kurta, Palazzo, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Dark Green,--------
342,2N,--------,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Blue,Yellow
343,,,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Aqua Blue,--------
344,"Kurta, Palazzo",--------,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Berry,Navy
345,"Kurta, Palazzo",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Slate Blue,Mustard
346,"Kurta, Palazzo",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Purple,Olive
347,"Top, Skirt, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Black,--------
348,"Blouse, Lehenga, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Choco Brown,--------
349,"Kurta, Slim Pant, Dupatta, Potli Bag",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Green,--------
350,,,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Red,--------
351,"Kurta, Lehenga, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Mustard,--------
352,"Top, Skirt",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Purple,--------
353,"Kurta, Garara, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Off White,Black
354,"Kurta, Lehenga, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Dusky Pink,--------
355,"Kurta, Salwar, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Powder Blue,--------
356,"Kurta, Palazzo, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Indigo,--------
357,"Kurta, Churidar, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Black,--------
358,"Kurta, Pant, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Pink,--------
359,"Kurta, Palazzo, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Blush Pink,Mustard
360,"Kurta, Palazzo, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Lime Green,Rust
361,"Kurta, Pant, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Fuschia,--------
362,,Polyester,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Green,--------
363,"Kurta, Pant, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Lime Green,Coral-Red
364,"Kurta, Pant, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Lime Green,Purple
365,,,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Fuschia,--------
366,"Kurta, Sharara, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Off White,--------
367,"Kurta, Sharara, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Indigo,Red
368,,Rayon (LIVA),"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Lime Green,Coral-Red
369,"Kurta, Lehenga, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Blush Pink,--------
370,"Kurta, Palazzo, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Off White,--------
371,"Kurta, Garara, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Off White,Black
372,"Kurta, Salwar, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Sea Green,Coral
373,"Top, Skirt",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Black,--------
374,"Kurta, Salwar, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Sea Green,Coral
375,"Kurta, Pant, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Turquoise,--------
376,"Kurta, Palazzo, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Meganta,--------
377,"Kurta, Salwar, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Peacock Green,Red
378,"Kurta, Salwar, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Peacock Green,Red
379,"Kurta, Salwar, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Fuschia,Blue
380,"Top, Skirt",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Fuschia,--------
381,,,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Blue,Pink
382,"Kurta, Skirt, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Blue,Pink
383,"Sal, Kur, Dup",--------,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Maroon,Teal
384,"Kurta, Garara, Dupatta",--------,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Black,--------
385,"Blouse, Lehenga, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Fuchsia-Light Green,--------
386,"Kurta, Lehenga, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Dusky Pink,--------
387,"Kurta, Straight Palazzo, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Earthy Blue,Mustard
388,"Sal, Kur, Dup",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Onion Pink Mustard,--------
389,"Kurta, Churidar, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Navy,--------
390,"Kurta, Palazzo",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Off White,Black
391,"Kurta, Palazzo",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Off White,Black
392,"Kurta, Garara, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Teal,--------
393,"Top, Skirt",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Berry,--------
394,"Kurta, Palazzo",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Slate Blue,Mustard
395,"Kurta, Sharara, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Fuschia,--------
396,"Kurta, Churidar, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Peacock Green,--------
397,"Kurta, Garara, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Fuschia,Mustard
398,,,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Ivory,--------
399,"Kurta, Palazzo",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Indigo,Off White
400,"Kurta, Palazzo, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Blush Pink,Mustard
401,"Kurta, Churidar, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Off White,Blue
402,"Blouse, Lehenga, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Meganta,Blue
403,"Kurta, Palazzo, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Earthy Blue,Mustard
404,"Kurta, Churidar, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Black,--------
405,"Blouse, Lehenga, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Pink,--------
406,"Kurta, Churidar, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Ivory,Black
407,"Blouse, Lehenga, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Meganta,Blue
408,"Kurta, Palazzo, Dupatta",,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Blue,--------
409,,,"When it comes to ethnic wear for women, the only brand that occurs to our mind is Biba. The first ever brand who came up with the idea of ready-made ethnic wear dresses for women. The brand is into retail business of ethnic dresses for a very long time with all India reach. Ethnic wear for women design by Biba is not only presents the impeccable designing but it also shows the evolvement of Indian ethnic dresses in its collection. The brand follows the two seasons of fashion for its launch of ethnic dresses for women.",Light Pink,Beige
